country_name,year,unemployment_percent,pop_0_14_percent,gdp_per_capita,political_stability,remittances_percent_gdp,undernourished_percent,events,fatalities,precip_mm,temperature_C,migration_pressure_index
Andorra,2020,13.494198813667316,43.09711599580322,371.54773141058195,-2.556992660424809,2.201086946348242,29.64161492405784,0.0,0.0,1.2593469693115724,6.654341165768586,0.3519798945580635
Andorra,2021,14.359969302778161,44.99070544324815,373.8121250122639,-2.6448058804475063,2.1436683201178677,31.751806305733968,0.0,0.0,0.44075665018137417,8.569238922619844,0.3611480519351467
Andorra,2022,13.423987766415555,43.550105184466325,368.3815557740205,-2.65576624921986,2.157708512615679,31.881622758931602,0.0,0.0,1.0200307099308346,9.77291717042556,0.4073764605147939
United Arab Emirates,2020,14.719307462421629,45.10876096183667,366.7010232740449,-2.4425817263720653,2.370612297134739,32.39126033315777,0.0,0.0,1.3349667867622288,7.001031105010266,0.4772414192243389
United Arab Emirates,2021,14.064802232754692,41.324414431426284,390.78328768846404,-2.3148736196249797,2.1953373805678735,31.729000491238505,0.0,0.0,0.473530461230469,8.196739382176418,0.3904528990733179
United Arab Emirates,2022,13.969672033700592,43.55350907733564,382.497988131648,-2.741362036696914,2.1205910751132837,32.04368968678446,0.0,0.0,0.9368635914548175,8.9024773188595,0.38938057110553836
Argentina,2020,13.61994467119522,43.120749564693035,389.9727706067881,-2.577615227291079,2.1503345132341574,31.514021007305047,0.0,0.0,1.2567645248357033,6.496747403912252,0.3771805016746817
Argentina,2021,14.961891643765192,40.93042475182174,377.4995544847276,-2.326791413193627,2.328759410194469,30.803603546657037,0.0,0.0,0.4937388027593218,8.19173579497819,0.40846457557530724
Argentina,2022,13.991056715141495,40.17303538278527,387.35652350411317,-2.4541240093501537,2.281879983867183,30.536053679640997,0.0,0.0,1.0509152245019953,8.36363560981902,0.4161313885829697
Armenia,2020,13.79802888537501,45.07408314668755,369.75638840438427,-2.6431752732354963,2.269157294677544,30.039365226971945,0.0,0.0,1.2154705631683487,6.812901730077366,0.37414949676694814
Armenia,2021,13.851745846905798,42.81511897716834,419.77028078609266,-2.5093677078196794,2.1788945788835052,28.557200194549218,0.0,0.0,0.5205466978207508,9.122398444985873,0.3845001055908678
Armenia,2022,14.47527797581511,41.35230080674727,348.05795588369824,-2.479797280580935,2.270595724443162,28.947926506593888,0.0,0.0,1.0452544650256181,9.078081217369752,0.39496362447007893
American Samoa,2020,14.357638065376674,43.37026829456536,401.476261331349,-2.723215101460146,2.136288971423688,29.97133798745848,0.0,0.0,1.3332922435080148,7.149895833971705,0.39102439028388253
American Samoa,2021,14.39097649117517,46.0377855825756,403.49620833895017,-2.4116909851419854,2.1786636017455674,30.76700728259569,0.0,0.0,0.47499508797345097,8.235343959660156,0.4164048905180363
American Samoa,2022,14.403728807120556,38.61013175272022,361.57407258933796,-2.4433927112627467,2.314349367076527,32.59003514896648,0.0,0.0,1.0275298496018932,8.58412433100093,0.4245141938905651
French Southern Territories,2020,15.609861558613673,40.31867759597543,419.7616278839595,-2.5718544324272945,2.303806473895977,30.336468213629217,0.0,0.0,1.2605649306420976,7.062453308697997,0.45848387538766017
French Southern Territories,2021,13.813477413448846,41.56887919555076,396.4637501787696,-2.5946404993518155,2.0989468422317503,31.92528396213405,0.0,0.0,0.5150946936907277,8.440389995289458,0.3503994989040846
French Southern Territories,2022,13.738868876004567,46.76373860162911,396.00391818042044,-2.6081145272491075,2.112895247228665,32.04055979777682,0.0,0.0,1.0992754825913784,8.700122792424402,0.44389008985797573
Antigua and Barbuda,2020,13.526290226585246,44.195596230962785,378.19477792247,-2.6609090038855676,2.2193131141530564,30.04820086751304,0.0,0.0,1.3619148617002084,7.121454886036011,0.37980069111100284
Antigua and Barbuda,2021,14.534265492915726,45.25181961909837,373.56368441760554,-2.570224661156349,2.397822103709626,31.30392912128268,0.0,0.0,0.4791109798717771,8.56219090608766,0.4147719716335125
Antigua and Barbuda,2022,14.895925466368228,41.09543983226442,373.7113012816976,-2.607228997680008,1.9959032207817073,30.02983737657821,0.0,0.0,0.9942571421229163,8.922648395195477,0.369880373913948
Australia,2020,14.019667042353312,41.140381639306106,385.0401262083656,-2.5119721612729666,2.238034552600612,32.409646558999285,0.0,0.0,1.3917141478489812,7.522574398254819,0.4378828794046723
Australia,2021,13.507689683741418,44.555623973966476,404.12462174158264,-2.5529341899097835,2.055447982547952,31.366481874164215,0.0,0.0,0.44606028803229564,8.63927364544445,0.36115627825583835
Australia,2022,13.518740742937675,43.706820740690105,381.089434470069,-2.558639456525991,2.137307662314896,28.5904646928737,0.0,0.0,1.0615960259585924,9.343183415766052,0.38974614178954103
Austria,2020,14.558667915416414,44.77553897137617,360.4545807066623,-2.5723267330889414,2.167095677509161,30.64551747127385,0.0,0.0,1.200925135644883,7.162568233448848,0.38943589260413775
Austria,2021,14.623994190698426,43.17090783425737,393.23351525560133,-2.6432599585811722,2.160906371363273,32.90513048597229,0.0,0.0,0.41817169430069195,8.074865223114788,0.37407987801881804
Austria,2022,14.482923759155163,44.18591441035339,395.05997579435746,-2.615597034699339,2.14840329453333,30.124528827489012,0.0,0.0,1.0634281026373216,8.336719565452048,0.4155471689408171
Azerbaijan,2020,13.63081565636147,43.924381667998794,390.0277471474846,-2.550582485129599,2.208111526504289,31.0805268457445,0.0,0.0,1.2552325302387823,6.677280326582804,0.39494491925766495
Azerbaijan,2021,14.263673732762037,45.274590410098334,391.74309268174187,-2.441996468610168,2.148242201626651,31.229735833363502,0.0,0.0,0.41937530585910116,8.341695697193025,0.391484425437812
Azerbaijan,2022,14.18226349544421,45.33830608381104,372.54961497221245,-2.5535669874631477,2.045910825936041,28.824333193269805,0.0,0.0,1.0750639004465532,8.78309210269631,0.38604591458266657
Burundi,2020,14.254175460693954,40.0501532025159,360.12326326292737,-2.5413907674115817,2.2933870515860293,31.17627608280454,0.0,0.0,1.4468234368941912,7.181824837981736,0.4022734123893346
Burundi,2021,14.714357288453474,38.683061070346014,361.2712862601901,-2.5695378995877496,2.2904074567762005,28.281370568907366,0.0,0.0,0.49804768386709114,9.261036023376837,0.3331132199868289
Burundi,2022,14.257634861886151,45.76263671501791,346.78271441589084,-2.8257314563988385,2.3003737255285515,29.449051358269877,0.0,0.0,1.0333016085280953,8.958873332025345,0.3780849146696161
Belgium,2020,14.578634061965685,46.167884997265034,382.1399943789752,-2.4783070359031485,2.037271709469453,32.03509891059117,0.0,0.0,1.3087323972526472,6.8124244069719255,0.4274413517670322
Belgium,2021,14.147643243989668,41.35591196779811,376.08984022838536,-2.598691316847099,2.2403064562198334,30.942269561268702,0.0,0.0,0.48636220645603767,7.806905319063974,0.33200228934735815
Belgium,2022,14.303829176076439,39.52727482991545,369.35721546375436,-2.6809154146333336,2.2819210645190067,29.93719373222528,0.0,0.0,1.1054996849765901,8.854063396620068,0.38317524814191917
Benin,2020,14.545058199216172,43.79563752539831,321.8538452453142,-2.5574264966691413,2.0935066663833153,31.078620752292686,0.0,0.0,1.285683967560193,6.976670246711125,0.34675210467046574
Benin,2021,13.072705147001754,45.60813055092076,354.11218036266666,-2.8424416133718085,2.208328526405578,30.308659783412196,0.0,0.0,0.4664881226576791,8.793857311215028,0.2924085724693898
Benin,2022,13.8746317924681,47.49678564825244,398.83077645419115,-2.496851301259089,2.1944842514966223,30.419119323574787,0.0,0.0,1.0625029472709686,9.752082883330681,0.48631520735796024
"Bonaire, Sint Eustatius and Saba",2020,13.76838727872358,44.70484975188165,365.11530732630587,-2.5861956088960887,2.4106265550850225,31.398364160614605,0.0,0.0,1.3443816180871608,7.399897058285264,0.4367840192783058
"Bonaire, Sint Eustatius and Saba",2021,13.649591116988443,42.76987370078514,384.47478118382276,-2.4433096964356853,2.419714669120556,29.294401034198117,0.0,0.0,0.4625936739233223,9.056210927165505,0.39532269930346847
"Bonaire, Sint Eustatius and Saba",2022,13.906024712885188,41.63371689209643,351.40492283152474,-2.5002252202116235,2.023628079200807,30.46131133644313,0.0,0.0,1.0404841537888636,8.398506451288645,0.34479222615630123
Burkina Faso,2020,15.153933624420247,43.6047937093555,404.83310748968734,-2.576632260912552,2.4825603767585402,29.925352344197886,0.0,0.0,1.3984054946146274,6.788972829299073,0.48495604081007154
Burkina Faso,2021,13.489589063436263,42.927746018464035,374.94591225312917,-2.652646297598701,2.1063064893906875,27.989882870607612,0.0,0.0,0.4938555320484201,8.672829321341197,0.28700966071448963
Burkina Faso,2022,14.782636239986996,41.36801651669241,383.14254149153953,-2.5855600839807935,2.3155489117106987,29.00090725050106,0.0,0.0,1.0717561657050705,8.480855206501001,0.4152380171243436
Bangladesh,2020,12.913576811010858,48.044063755838415,421.5839812583364,-2.705175561421344,2.3144259050422926,32.78367379953702,0.0,0.0,1.420596803249269,7.142046448742892,0.4736845345692454
Bangladesh,2021,13.86390605386003,47.46970923050027,406.3009921566763,-2.532871842155452,2.09742595939222,30.984779438169554,0.0,0.0,0.45669406675185104,8.869661777209814,0.4027914366577785
Bangladesh,2022,14.214740910899026,46.055282510216514,371.87666220046685,-2.502688254722802,2.261756010959382,28.388145781869888,0.0,0.0,1.1317131641882638,8.342820279816204,0.4212888355600062
Bulgaria,2020,14.513286743608289,41.573315719472255,366.4636834249052,-2.88903212078034,2.195448065156248,28.058661348710412,0.0,0.0,1.3436385293567907,7.384644836576642,0.3244369525654064
Bulgaria,2021,14.601414738753963,45.44292176445569,371.51826903477905,-2.595121841811589,2.268495191049817,30.22951087183191,0.0,0.0,0.5418568928611043,8.758731245596934,0.3912020524968122
Bulgaria,2022,14.659309800815947,44.97358231079033,387.29417916861723,-2.4534035261107885,2.2327744479782163,32.77300353042825,0.0,0.0,0.9843565613090156,8.060149990811373,0.4678895949647649
Bahrain,2020,13.854148824064852,44.54414484213492,375.678650148411,-2.4566124335721,2.3393510846417747,30.11612763509738,0.0,0.0,1.2630653640030458,6.94980524573505,0.4214534211701625
Bahrain,2021,13.77404198617148,46.30285214486032,370.20212068706934,-2.425002025096412,2.2156376448060744,32.38663932117411,0.0,0.0,0.4754438540458697,8.83667766212604,0.409573142128845
Bahrain,2022,14.704872996286294,44.964310118525816,405.37082343520916,-2.664132357478616,2.1887885565553082,30.934934771644357,0.0,0.0,1.0675598499728391,9.25206668566137,0.4660135835919223
Bahamas,2020,13.96513045095846,45.19232658950474,375.5089695608502,-2.498589760533583,2.3282841256310824,31.116300695925755,0.0,0.0,1.4357079367880017,6.850120720787659,0.4451147954783793
Bahamas,2021,13.200641142046765,44.96765517752821,421.0894149231994,-2.561162563488328,2.271371981750848,28.369704825857053,0.0,0.0,0.45012946025886397,9.074892918036497,0.38230941981034017
Bahamas,2022,13.301032514127547,44.32242321176073,379.37914444282376,-2.5368746298525173,2.288083288346534,31.825034841059626,0.0,0.0,1.0941312738553324,8.905480044609886,0.4409559946583451
Bosnia and Herzegovina,2020,13.451786138368863,39.6933669248083,411.37829662538496,-2.6380367673449463,2.1339684699553105,29.890903303344114,0.0,0.0,1.3841878686831617,6.509547513512985,0.3527736626378437
Bosnia and Herzegovina,2021,14.450498324557906,43.762051100304774,384.41299027301125,-2.4372096471928386,2.091954844469257,31.71190052948858,0.0,0.0,0.4820997614471685,8.097554797049256,0.3763114175697443
Bosnia and Herzegovina,2022,14.200410143929748,42.36790356687365,395.8494825182174,-2.4080917633789785,2.144659001740275,29.16246162738111,0.0,0.0,0.9964721606888226,9.3181360461015,0.4312663802702281
Saint-Barthélemy,2020,14.586792174617775,40.79107813575699,363.9825927226525,-2.573497307392326,2.1387986610690444,30.66911500821507,0.0,0.0,1.4002321009313574,7.384354795683926,0.385530037009468
Saint-Barthélemy,2021,13.798786884332744,47.24450651523729,361.5438514719845,-2.6214267147886563,2.294085629184471,30.935044489985202,0.0,0.0,0.49431666590070583,8.85484788175834,0.38115157234818
Saint-Barthélemy,2022,14.211770482209083,47.34730857552745,386.3463839693785,-2.5872699736095903,2.315031379514953,30.165869358804684,0.0,0.0,1.0781505620973364,9.482748344253489,0.48123847075255055
Belarus,2020,14.541041227746971,46.54157234743725,396.3327560916213,-2.441954763887828,2.190195034090631,31.014908693490955,0.0,0.0,1.321519756802598,7.335798923562265,0.47283145720770553
Belarus,2021,13.88191068949723,44.13594944753425,378.425801934309,-2.6311644234913354,2.3652406438460596,29.995076445707387,0.0,0.0,0.47095714574157166,9.012016142270694,0.3784501984885866
Belarus,2022,14.422026542477974,46.52284286609581,353.3742998023638,-2.4503013035362406,2.3583483406623613,29.413429175377253,0.0,0.0,1.04264832053541,8.420901518712405,0.43987312810869217
Belize,2020,13.63334221154801,43.606105220564615,351.9794856358833,-2.47859132450488,2.234179030988026,32.840334741846824,0.0,0.0,1.3500661230503865,7.570895447186576,0.4216690558531576
Belize,2021,13.844047038171624,44.021735094132275,350.7166088676366,-2.424839961003576,2.1166073659361597,31.99440835686939,0.0,0.0,0.46641727076818806,8.947824505562622,0.36085556721548284
Belize,2022,13.830874784731177,41.19717598863878,344.28712139445645,-2.710525504148303,2.381183826634216,29.24348558752677,0.0,0.0,1.0023587389823125,8.652711785498447,0.35050865208584103
Bermuda,2020,13.256933049859727,44.44488234066194,379.73306992729204,-2.625557465438812,2.2005818843729688,31.26403534450381,0.0,0.0,1.2395678864925461,6.734877318920947,0.37101925440341077
Bermuda,2021,14.443315598953836,43.711421894877354,398.91014798996486,-2.6219400439844494,2.2212404370314287,29.271128140854245,0.0,0.0,0.448181432770727,8.826036515019291,0.3718934099719712
Bermuda,2022,13.769071350157079,40.74137280072419,377.4122930016181,-2.7036608763899532,2.1698353312173135,28.599279341633267,0.0,0.0,1.0583952906023575,8.085741788796918,0.32810216274747905
Bolivia,2020,14.10880835370302,43.46828333484712,334.981579241081,-2.9028593934870983,2.109113687236619,31.971390350926438,0.0,0.0,1.3063907270983957,7.211447712621009,0.31904315384868775
Bolivia,2021,14.438926394528664,43.406111348063064,374.0634436369824,-2.327460710093209,2.045228539508009,27.80976856901594,0.0,0.0,0.47070650509450035,8.298675707031546,0.3333981854447337
Bolivia,2022,14.41480447910111,47.496712966251195,374.59144782313683,-2.4509991745184463,2.2771631358942424,31.808820988636345,0.0,0.0,1.0729810196972904,8.986415418715108,0.49453887249417317
Brazil,2020,14.569096501825815,45.528325188903935,417.24496119891825,-2.46654904594027,2.120855425000176,30.015862084888948,0.0,0.0,1.2671222320532984,6.785967807084993,0.4423831122124226
Brazil,2021,14.030567733420856,43.60478095663184,350.1500818994133,-2.4366910450366435,2.544983742552202,30.078449163317597,0.0,0.0,0.4998196409967797,8.598944579029594,0.4009383570857362
Brazil,2022,13.801574690008872,44.12194701120945,370.2883519921044,-2.4078358729603515,2.087450727513074,31.022821853827402,0.0,0.0,1.032757657944377,8.489015197744587,0.4055633633077679
Barbados,2020,14.043798661310989,43.67617985695707,409.8777231959632,-2.5068257761591135,2.0685440835876663,31.28342219423126,0.0,0.0,1.2798043872954066,6.911522454321705,0.4150661958775255
Barbados,2021,12.91042922405959,43.13769347147078,386.16269470357395,-2.390145824508853,2.2636179838334693,29.14395837122006,0.0,0.0,0.4769244856954256,9.537371048042422,0.3754711957935414
Barbados,2022,13.079785706941724,41.22124115420573,388.302826338322,-2.587589372511023,2.3761000277135906,31.490942925300093,0.0,0.0,0.9506491121772309,9.433936804243174,0.42553148360438275
Brunei,2020,13.167496773290145,43.25070059186057,379.82935724382065,-2.5515344664417916,2.214444603006054,30.572323217798335,0.0,0.0,1.2564468121077386,7.091187322090341,0.3755003343996212
Brunei,2021,13.396940986540955,41.95409924957904,383.89604375211616,-2.606165807435884,2.2704721092240985,28.49079671484058,0.0,0.0,0.4885362104741552,8.703132940075921,0.32353463027502993
Brunei,2022,14.381840829840023,40.85541378905703,392.3494466245338,-2.6095632965345703,2.003851517453321,30.141790784958793,0.0,0.0,0.9558352399589339,9.195339185269587,0.37755961314376957
Bhutan,2020,13.461637265971156,44.6937897164134,362.3798691688106,-2.6216872634012995,2.1325420058856244,32.49954410364956,0.0,0.0,1.3812517953578665,7.361356608839472,0.3933149739776828
Bhutan,2021,13.83339539940223,44.43240402755559,394.2462542715529,-2.4974405037270895,2.0888256485488004,32.94842409333346,0.0,0.0,0.5008785414336084,8.352595593807699,0.3872793316540971
Bhutan,2022,15.015955949939174,39.68661993373327,351.73882481291616,-2.8148667970234995,1.9981678514607075,31.49036965556519,0.0,0.0,1.0274325067803634,8.78876121830893,0.3319995900369522
Botswana,2020,13.848833900401695,43.31251258316245,383.86629189933717,-2.5747868123156543,2.2202267312552855,28.590677897984076,0.0,0.0,1.3272406458571224,6.3329500906373974,0.3606491262381762
Botswana,2021,14.619948475769297,45.749466861329466,381.040842979932,-2.3079588844519465,1.9597846360324507,31.14572249173295,0.0,0.0,0.49174982004495427,9.20349807484152,0.40862005529855383
Botswana,2022,13.441799535593036,45.88788156488941,366.02799129982617,-2.4174058619955585,2.0613908904232017,31.69330857386597,0.0,0.0,1.0223382028042454,9.733900585806818,0.43559990784746133
Central African Republic,2020,13.95516652170332,45.81513178317992,377.23725464413707,-2.3234807953198375,2.148028287599965,31.50307613464446,0.0,0.0,1.36491304039257,6.995591862070612,0.44726608394811435
Central African Republic,2021,13.430234451288038,43.6646330049193,365.9100262237373,-2.5471617622531375,2.1155705824492137,31.593130518805633,0.0,0.0,0.450064866131842,7.788270588501871,0.3120076580966553
Central African Republic,2022,13.860981681490102,41.73849436565426,357.4283893980818,-2.5294565222571865,2.251066057201403,30.952159880456247,0.0,0.0,1.0217722615089313,9.091532786424432,0.40126853933348344
Canada,2020,14.692417236907463,41.21847028258336,370.9882204238801,-2.485349830065053,2.2410417175566324,30.289933244977572,0.0,0.0,1.2558710926449597,6.652721551270064,0.39021181696057355
Canada,2021,12.882239101649393,44.33073279094092,356.8186990673245,-2.8008418894909957,2.3059609321848566,29.47528140622589,0.0,0.0,0.4736707159381744,8.425127391732627,0.2851982249708415
Canada,2022,14.40626866869983,44.406289623459514,383.76110241554693,-2.61481283096592,2.29035355031613,27.515138011877724,0.0,0.0,1.1073755494896618,9.099334841370187,0.4211861516910581
Switzerland,2020,14.267603599644254,46.384925721536256,355.94823911343127,-2.63735038680381,2.333222836100343,30.91625548540429,0.0,0.0,1.2961114441400596,7.056375048803625,0.4153503703077918
Switzerland,2021,13.68112428123376,45.976688372807885,391.1100895234535,-2.426478917327681,2.207104387716706,30.682800322351326,0.0,0.0,0.4360917599457319,8.50148109805593,0.39219798371753417
Switzerland,2022,13.08052921265614,43.291716241349995,355.35542542710175,-2.4178169811095276,2.2408084824833234,31.247515281093722,0.0,0.0,0.9901020213935424,8.536352050584055,0.3914768249301145
Chile,2020,14.150851302938278,40.868726689894004,366.9721208604292,-2.549639387587488,2.2637697353048942,28.366933586194797,0.0,0.0,1.333963683691644,7.011531653391936,0.3609720563978093
Chile,2021,13.726707640110018,42.88451069065416,365.8710651886885,-2.566970746492449,2.222950169015984,31.380425367758892,0.0,0.0,0.5086318491026496,8.535746555189188,0.3487095534193217
Chile,2022,14.264036729005065,44.05318648682886,402.68874559742807,-2.308744408717516,2.1634794434561972,33.52290854382358,0.0,0.0,1.0673761915025781,8.333587381730778,0.49658661176061375
China,2020,14.115405762594026,43.139503646050485,383.9025850521921,-2.522012297155424,2.1706258253366064,30.51924419878242,0.0,0.0,1.2828478356139417,6.851832411621886,0.39451115697675315
China,2021,15.229254118381245,42.3206147557641,373.6673981150995,-2.5467466104219687,2.1170856221621066,30.306268714806055,0.0,0.0,0.4835326066742754,8.862116964357078,0.36824511229579804
China,2022,13.931254282631517,44.130875442486385,387.08308660315174,-2.5175787111756205,2.2538481945980116,30.86968358125026,0.0,0.0,1.03423424064206,8.74435341754893,0.4393772339847651
Côte d'Ivoire,2020,13.378434267701584,42.48172151254779,337.87492111900855,-2.441453829611181,2.196940053045824,33.48915227755971,0.0,0.0,1.2834110830519396,6.475247658348768,0.36950341239814993
Côte d'Ivoire,2021,14.226389322644204,42.2112904186022,376.85112337170625,-2.476301304774888,2.134124408188458,28.844055402216163,0.0,0.0,0.44337495605431104,9.145096909876562,0.345476983595199
Côte d'Ivoire,2022,14.255097662200093,44.258494692274006,415.3852493088668,-2.522451025840296,2.1342269304411414,30.708874538758735,0.0,0.0,1.1204852764327096,7.6147069454056675,0.4331533948021534
Cameroon,2020,15.058227240544507,42.70390279057771,380.16476339733026,-2.5565100719597464,2.0737294827008195,29.18452071810758,0.0,0.0,1.1420701159810338,6.812185554836633,0.36320383310215715
Cameroon,2021,14.688753428369777,44.111742963863946,378.9480505617737,-2.6219143662531317,2.3153467267319385,29.568552824315606,0.0,0.0,0.4842701523018873,8.443928608747362,0.3747770275711872
Cameroon,2022,14.351594096700403,44.17515083536659,388.01608949162,-2.682492541370092,2.2159928159173954,30.32462273201945,0.0,0.0,1.0224975341786582,8.888291618977291,0.4191811183709911
Democratic Republic of the Congo,2020,15.131628538309789,41.09703467585913,394.57759287235893,-2.507500869061306,2.112092494183593,32.44793132725261,0.0,0.0,1.2813144058497457,7.163366640579892,0.4357930480820384
Democratic Republic of the Congo,2021,13.26192204670239,42.53122084207643,339.94690152355145,-2.4869110971550703,2.2965521372900084,33.13750571304688,0.0,0.0,0.5050972152120663,9.20509394053478,0.3688562655696848
Democratic Republic of the Congo,2022,13.648975169411427,46.712745988659115,345.8977827957008,-2.600646689790069,2.145461729047339,31.08117605983259,0.0,0.0,1.009392708066699,8.508648407062516,0.37982980615869294
Republic of the Congo,2020,13.446763961309104,41.0476793905679,381.6366166965881,-2.622684639660092,2.0520865385981675,29.8275760210043,0.0,0.0,1.2636720921792033,7.172048569675642,0.3288429719094634
Republic of the Congo,2021,13.825184088775183,38.96766817258953,364.16641182898894,-2.4897049196416896,2.320024134201191,34.188963077290545,0.0,0.0,0.4626561279906968,8.79947342404909,0.38114644905461165
Republic of the Congo,2022,13.129436265972801,39.522895607796656,402.4409692508055,-2.6455317987043374,2.1480389715007844,29.75011718837913,0.0,0.0,1.0684293662543574,8.067884064404748,0.3440394016420438
Cook Islands,2020,14.547781417504153,43.643271778393995,371.7141004009159,-2.6696060469057867,2.1621876359490653,29.531873410173198,0.0,0.0,1.2792530791012595,7.629811293604699,0.38397123505528563
Cook Islands,2021,13.943332998545365,43.647209939307764,341.1353389102054,-2.70932022789029,2.2118609796028172,27.702086572240333,0.0,0.0,0.4290456078251375,8.087268455714312,0.25862863589509316
Cook Islands,2022,13.063081562375626,43.32356831406694,353.72136352810753,-2.771243389161784,2.333418893606931,32.52205918525201,0.0,0.0,1.0014599198252345,9.007982685151461,0.3829819921723079
Colombia,2020,13.384016747748682,46.22555144646422,325.74272116957707,-2.4347064226770496,2.209527545229294,31.871733300404365,0.0,0.0,1.391962936780906,7.1035483528670476,0.39418709958030235
Colombia,2021,14.32102726245239,37.75575639668248,373.24456868802713,-2.54672448539667,2.0749745857548416,34.07506441489699,0.0,0.0,0.4674334564670246,8.834250912497566,0.3473989203669127
Colombia,2022,14.690879230365537,44.44257820892728,374.1083166029373,-2.5463910309230413,2.2673415372256933,28.28792450462845,0.0,0.0,1.0703784452178524,8.60474238757626,0.4185317850179565
Comoros,2020,15.507695278642707,46.9822028978974,369.6503783075972,-2.5324763231756156,2.1537898318175706,32.616419627368245,0.0,0.0,1.2910548882723667,7.255894404385796,0.47032746458257435
Comoros,2021,16.154273038535166,41.122416090188835,398.0384035216747,-2.4623386917258494,2.4156783636483525,30.506605987916508,0.0,0.0,0.45033615748987316,8.034289734930116,0.44123400295615606
Comoros,2022,14.392158650459578,42.75224605759303,400.29761436204205,-2.3559214744953203,2.207192534458882,31.6252723295362,0.0,0.0,1.1345706348996334,8.793882959987224,0.48580393384007187
Cabo Verde,2020,13.402375625377536,41.939295917045335,374.44813454300106,-2.556749224324903,1.9606446200438112,27.895378745521203,0.0,0.0,1.295844651073036,6.771247045376456,0.2944687197296749
Cabo Verde,2021,12.596907372084425,41.63106849176307,337.35560595306214,-2.4471844027582415,2.2467569865509254,32.631484370451254,0.0,0.0,0.45536861057439526,8.41904992281107,0.31333653640895653
Cabo Verde,2022,14.288736580952403,42.86891911332536,389.32192883980383,-2.5558984499623825,2.421933215533925,31.59550546202438,0.0,0.0,1.104139635851398,9.012063514328258,0.4830422821574839
Costa Rica,2020,13.52687652780622,46.6903205513242,388.15265052847377,-2.4439156763078755,2.38124382580257,30.34085674712495,0.0,0.0,1.2609059220657741,7.343069255382882,0.45886417780696787
Costa Rica,2021,13.807173131573322,47.583492434274426,383.50795514854536,-2.4050268653088223,2.4093908587101307,31.3805712852449,0.0,0.0,0.4518443102338162,8.564594670292585,0.4440354283963872
Costa Rica,2022,13.668471756662836,42.84783252763121,396.1991853301781,-2.5747699193935376,2.094769459025452,29.23644714241578,0.0,0.0,1.047305526446546,9.167317537124257,0.3937538643987842
